Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
nm,021312a,A,"Monday, February 11, 2013 19:23:19 UTC",36.4215,-89.5250,1.6,8.40,18,"Tennessee"
us,c000f5ll,4,"Monday, February 11, 2013 19:13:01 UTC",38.5004,92.3687,5.3,14.10,128,"northern Qinghai, China"
ak,10654274,1,"Monday, February 11, 2013 18:20:58 UTC",61.4599,-146.6580,2.1,19.70,18,"Southern Alaska"
nc,71935520,0,"Monday, February 11, 2013 18:19:55 UTC",38.7877,-122.7635,1.2,1.30,20,"Northern California"
nc,71935620,2,"Monday, February 11, 2013 18:13:51 UTC",37.6338,-119.4233,1.3,16.50,17,"Central California"
ak,10654270,1,"Monday, February 11, 2013 18:10:41 UTC",63.2293,-150.6418,1.5,136.20, 8,"Central Alaska"
ci,11242946,2,"Monday, February 11, 2013 17:44:36 UTC",34.4518,-117.9025,1.3,9.80,21,"Southern California"
pr,13042000,0,"Monday, February 11, 2013 17:33:15 UTC",18.2154,-67.0475,1.8,30.00, 4,"Puerto Rico"
nc,71935460,0,"Monday, February 11, 2013 17:26:51 UTC",36.4955,-121.0763,1.4,3.30, 8,"Central California"
ci,11242938,2,"Monday, February 11, 2013 17:24:04 UTC",36.5003,-116.5793,2.6,5.00,15,"Central California"
ci,11242930,2,"Monday, February 11, 2013 17:09:58 UTC",34.2628,-116.3750,1.3,7.90,37,"Southern California"
nc,71935415,0,"Monday, February 11, 2013 16:10:03 UTC",38.7940,-122.8058,1.1,3.30,20,"Northern California"
ak,10654230,1,"Monday, February 11, 2013 15:49:59 UTC",60.1333,-147.5454,2.4,6.50,15,"Southern Alaska"
uu,60013002,4,"Monday, February 11, 2013 15:46:46 UTC",44.8023,-110.9193,1.1,6.60,17,"Yellowstone National Park, Wyoming"
nc,71935400,1,"Monday, February 11, 2013 15:06:55 UTC",38.8278,-122.8527,1.0,2.10,24,"Northern California"
ci,11242914,2,"Monday, February 11, 2013 15:00:59 UTC",33.9617,-118.1988,1.8,12.40,16,"Greater Los Angeles area, California"
ci,11242906,2,"Monday, February 11, 2013 14:37:24 UTC",35.4385,-118.3172,1.3,12.10,30,"Central California"
us,2013lmal,6,"Monday, February 11, 2013 14:09:35 UTC",-10.9401,165.0324,4.6,10.00,10,"Santa Cruz Islands"
ak,10654212,1,"Monday, February 11, 2013 13:56:14 UTC",62.6356,-150.1286,1.7,42.90, 7,"Central Alaska"
nc,71935375,3,"Monday, February 11, 2013 13:24:43 UTC",35.9662,-121.0343,2.4,11.60,77,"Central California"
nc,71935360,1,"Monday, February 11, 2013 12:56:14 UTC",38.7570,-122.7252,1.6,2.40,24,"Northern California"
us,c000f5h7,4,"Monday, February 11, 2013 12:51:00 UTC",-10.8487,165.7531,4.7,10.10,38,"Santa Cruz Islands"
hv,60465746,7,"Monday, February 11, 2013 12:34:24 UTC",19.3568,-155.2095,1.5,2.80,13,"Island of Hawaii, Hawaii"
ak,10654202,1,"Monday, February 11, 2013 12:25:18 UTC",63.5090,-147.9809,1.7,0.00,11,"Central Alaska"
nn,00402527,9,"Monday, February 11, 2013 12:12:53 UTC",36.4913,-116.5898,1.4,4.70,19,"Central California"
ak,10654195,1,"Monday, February 11, 2013 12:02:25 UTC",62.4223,-152.4297,1.5,3.70,10,"Central Alaska"
ak,10654194,1,"Monday, February 11, 2013 11:58:04 UTC",62.0718,-145.3010,1.6,20.00, 4,"Central Alaska"
us,c000f5gd,6,"Monday, February 11, 2013 11:38:19 UTC",-12.0887,165.8789,4.9,35.10,51,"Santa Cruz Islands"
ak,10654187,1,"Monday, February 11, 2013 11:24:52 UTC",63.2844,-152.2105,2.4,5.80,19,"Central Alaska"
ci,11242874,2,"Monday, February 11, 2013 11:21:38 UTC",32.3298,-115.3395,1.9,15.30,16,"Baja California, Mexico"
us,c000f5g5,5,"Monday, February 11, 2013 11:10:53 UTC",-44.8678,-81.4576,4.9,10.00,71,"West Chile Rise"
us,c000f5fv,9,"Monday, February 11, 2013 10:48:51 UTC",30.9859,78.3192,4.7,9.70,61,"Uttaranchal, India"
nc,71935345,0,"Monday, February 11, 2013 10:45:44 UTC",38.8155,-122.8193,1.4,2.60,23,"Northern California"
nc,71935335,0,"Monday, February 11, 2013 10:36:15 UTC",39.4342,-120.1757,1.2,9.10,13,"Northern California"
ci,11242858,2,"Monday, February 11, 2013 10:13:57 UTC",33.0697,-116.4560,1.2,8.00,58,"Southern California"
nc,71935320,1,"Monday, February 11, 2013 10:12:37 UTC",38.8148,-122.8230,1.2,3.00,23,"Northern California"
ak,10654172,1,"Monday, February 11, 2013 10:07:56 UTC",61.5083,-149.8998,1.5,35.10, 9,"Southern Alaska"
us,c000f5fa,A,"Monday, February 11, 2013 09:40:23 UTC",-11.0577,166.7359,5.7,34.30,275,"Santa Cruz Islands"
nc,71935285,1,"Monday, February 11, 2013 09:30:09 UTC",38.8275,-122.8062,1.6,1.00,22,"Northern California"
nc,71935280,0,"Monday, February 11, 2013 09:22:57 UTC",38.7890,-122.7377,1.3,2.50,21,"Northern California"
ak,10654155,1,"Monday, February 11, 2013 09:05:26 UTC",64.6642,-147.7281,1.6,4.70, 9,"Central Alaska"
ak,10654150,2,"Monday, February 11, 2013 08:40:26 UTC",57.6333,-142.8110,3.0,10.00,26,"Gulf of Alaska"
nc,71935245,0,"Monday, February 11, 2013 08:34:59 UTC",38.8120,-122.8200,1.1,2.80,20,"Northern California"
nc,71935240,1,"Monday, February 11, 2013 08:34:45 UTC",38.8373,-122.8273,1.1,2.40,25,"Northern California"
ci,11242850,2,"Monday, February 11, 2013 08:27:54 UTC",33.6787,-116.6552,1.0,20.30,74,"Southern California"
nc,71935215,5,"Monday, February 11, 2013 08:27:03 UTC",38.8150,-122.8208,2.9,3.00,84,"Northern California"
ak,10654140,1,"Monday, February 11, 2013 08:22:51 UTC",63.3304,-145.3781,1.1,27.00, 6,"Central Alaska"
ak,10654134,1,"Monday, February 11, 2013 08:13:14 UTC",61.6446,-149.9025,2.2,52.40,30,"Southern Alaska"
nc,71935210,3,"Monday, February 11, 2013 08:10:33 UTC",37.5610,-118.8485,2.3,10.30,44,"Central California"
ak,10654130,1,"Monday, February 11, 2013 08:00:08 UTC",62.2146,-149.6195,1.6,24.00, 9,"Central Alaska"
us,c000f5e8,7,"Monday, February 11, 2013 07:51:17 UTC",-10.9485,165.7922,5.0,10.10,34,"Santa Cruz Islands"
ci,11242810,2,"Monday, February 11, 2013 07:20:12 UTC",33.5210,-116.4292,1.0,10.60,67,"Southern California"
nm,021113a,A,"Monday, February 11, 2013 07:14:54 UTC",36.2843,-89.4665,2.2,6.10,21,"Tennessee"
nn,00402518,9,"Monday, February 11, 2013 06:36:30 UTC",36.4934,-116.5898,1.1,3.80,15,"Central California"
ak,10654114,1,"Monday, February 11, 2013 06:20:41 UTC",60.8932,-149.1479,1.4,24.00, 6,"Kenai Peninsula, Alaska"
us,c000f5df,8,"Monday, February 11, 2013 05:56:22 UTC",-11.5693,165.0675,4.8,10.10,38,"Santa Cruz Islands"
nn,00402516,9,"Monday, February 11, 2013 05:45:04 UTC",38.5539,-119.6207,1.5,11.00,12,"Northern California"
nc,71935180,0,"Monday, February 11, 2013 05:37:28 UTC",38.8093,-122.7860,1.0,1.00,16,"Northern California"
nn,00402515,9,"Monday, February 11, 2013 05:32:39 UTC",38.5564,-119.6245,1.3,6.00,14,"Northern California"
ci,11242778,2,"Monday, February 11, 2013 05:32:29 UTC",33.9933,-117.0438,1.4,9.60,91,"Greater Los Angeles area, California"
ak,10654107,1,"Monday, February 11, 2013 05:19:27 UTC",59.7569,-152.3108,1.4,21.00, 6,"Southern Alaska"
nc,71935170,1,"Monday, February 11, 2013 05:17:56 UTC",36.6182,-121.2252,1.9,4.90,26,"Central California"
nc,71935165,0,"Monday, February 11, 2013 04:51:02 UTC",36.4718,-121.0505,1.2,0.50,10,"Central California"
nc,71935155,0,"Monday, February 11, 2013 04:45:04 UTC",38.7643,-122.7120,1.3,2.70,14,"Northern California"
nc,71935150,0,"Monday, February 11, 2013 04:44:31 UTC",38.8147,-122.8145,1.1,3.20,21,"Northern California"
nc,71935140,1,"Monday, February 11, 2013 04:19:15 UTC",38.8120,-122.7860,1.6,3.50,34,"Northern California"
us,a000g3px,4,"Monday, February 11, 2013 03:45:42 UTC",38.5830,142.1640,4.7,37.00,37,"near the east coast of Honshu, Japan"
nc,71935120,0,"Monday, February 11, 2013 03:43:19 UTC",38.8452,-122.8280,1.1,2.70,15,"Northern California"
nc,71069639,3,"Monday, February 11, 2013 03:36:16 UTC",40.4522,-124.2205,1.4,13.50,10,"Northern California"
nc,71935115,2,"Monday, February 11, 2013 03:36:11 UTC",39.2418,-120.0995,1.0,8.20,23,"Northern California"
ak,10654084,1,"Monday, February 11, 2013 03:16:41 UTC",63.4183,-150.1624,1.9,121.90,14,"Central Alaska"
ci,11242746,2,"Monday, February 11, 2013 02:52:06 UTC",35.4557,-120.0117,1.3,3.00,17,"Central California"
ak,10654081,2,"Monday, February 11, 2013 02:48:58 UTC",52.8429,-166.8235,2.4,6.80,13,"Fox Islands, Aleutian Islands, Alaska"
nc,71935090,1,"Monday, February 11, 2013 02:31:27 UTC",38.8420,-122.8285,1.4,2.50,29,"Northern California"
ci,11242730,2,"Monday, February 11, 2013 02:00:10 UTC",36.0833,-117.8472,1.1,2.80,28,"Central California"
ak,10654071,1,"Monday, February 11, 2013 01:37:13 UTC",63.5508,-151.0554,1.7,1.50,11,"Central Alaska"
nc,71935080,0,"Monday, February 11, 2013 01:31:45 UTC",38.8142,-122.8180,1.0,2.90,19,"Northern California"
nc,71935070,1,"Monday, February 11, 2013 01:17:53 UTC",38.7825,-122.7630,1.4,2.10,23,"Northern California"
nc,71935045,3,"Monday, February 11, 2013 00:22:23 UTC",36.6203,-121.2252,2.1,4.80,64,"Central California"
nc,71935030,1,"Monday, February 11, 2013 00:00:34 UTC",37.5718,-118.8673,2.0,5.70,32,"Central California"
nc,71935020,3,"Sunday, February 10, 2013 23:46:44 UTC",36.2390,-120.8142,1.5,6.60,35,"Central California"
nc,71935010,0,"Sunday, February 10, 2013 23:34:16 UTC",36.6517,-121.2713,1.5,5.00,12,"Central California"
nc,71934995,0,"Sunday, February 10, 2013 23:29:17 UTC",37.9113,-118.6597,1.7,6.50,13,"Central California"
us,c000f52r,8,"Sunday, February 10, 2013 23:25:12 UTC",-10.6630,164.7519,5.2,34.80,173,"Santa Cruz Islands region"
ci,11242682,2,"Sunday, February 10, 2013 23:08:21 UTC",33.0282,-116.2307,1.9,9.70,91,"Southern California"
ak,10654043,1,"Sunday, February 10, 2013 22:56:16 UTC",63.2337,-150.7173,1.7,133.70,16,"Central Alaska"
uw,60505651,1,"Sunday, February 10, 2013 22:15:12 UTC",49.3607,-120.4823,2.5,0.00,11,"British Columbia, Canada"
us,c000f523,8,"Sunday, February 10, 2013 22:12:35 UTC",-10.6306,164.5758,5.0,35.10,60,"Santa Cruz Islands region"
ak,10654034,1,"Sunday, February 10, 2013 21:54:42 UTC",64.4342,-147.9922,1.0,5.20, 6,"Central Alaska"
hv,60465591,5,"Sunday, February 10, 2013 21:49:44 UTC",19.4010,-155.4943,2.1,9.70,43,"Island of Hawaii, Hawaii"
uu,60012977,4,"Sunday, February 10, 2013 21:40:11 UTC",41.8333,-111.5278,1.4,8.90,21,"Utah"
ak,10654023,1,"Sunday, February 10, 2013 21:20:32 UTC",60.2640,-150.7001,3.1,188.30,12,"Kenai Peninsula, Alaska"
ci,11242642,2,"Sunday, February 10, 2013 21:01:43 UTC",33.8542,-116.8315,1.1,13.50,71,"Southern California"
us,c000f51h,5,"Sunday, February 10, 2013 21:01:12 UTC",-10.7892,164.9515,4.8,35.10,37,"Santa Cruz Islands region"
nc,71934945,0,"Sunday, February 10, 2013 20:45:40 UTC",38.7588,-122.7307,1.0,3.50,16,"Northern California"
us,c000f51c,6,"Sunday, February 10, 2013 20:43:18 UTC",-11.0419,164.7091,4.9,42.00,87,"Santa Cruz Islands region"
ci,11242634,2,"Sunday, February 10, 2013 20:26:43 UTC",34.2152,-117.5498,1.8,9.70,98,"Greater Los Angeles area, California"
ci,11242618,5,"Sunday, February 10, 2013 20:07:02 UTC",35.5670,-118.5300,1.3,0.40,59,"Central California"
ak,10654005,1,"Sunday, February 10, 2013 20:01:42 UTC",62.8939,-148.9409,2.0,66.60,25,"Central Alaska"
us,c000f50z,6,"Sunday, February 10, 2013 20:00:36 UTC",-33.4672,-72.0235,5.0,23.70,26,"offshore Valparaiso, Chile"
us,c000f50i,9,"Sunday, February 10, 2013 19:54:33 UTC",-33.3855,-71.7716,5.7,35.10,152,"offshore Valparaiso, Chile"
us,c000f50e,5,"Sunday, February 10, 2013 19:31:48 UTC",-10.9819,165.4533,4.8,37.00,22,"Santa Cruz Islands"
ak,10653998,1,"Sunday, February 10, 2013 19:26:39 UTC",63.2904,-151.3156,1.5,0.00, 7,"Central Alaska"
ak,10653999,2,"Sunday, February 10, 2013 19:26:11 UTC",51.5643,-178.4585,2.2,10.20,11,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71934900,3,"Sunday, February 10, 2013 19:05:40 UTC",38.7658,-122.7397,2.6,2.40,69,"Northern California"
ak,10653973,2,"Sunday, February 10, 2013 19:00:32 UTC",57.5115,-152.4792,3.8,35.20,36,"Kodiak Island region, Alaska"
ak,10653959,1,"Sunday, February 10, 2013 18:42:45 UTC",60.9325,-151.2309,2.1,32.70,17,"Kenai Peninsula, Alaska"
us,c000f4zf,8,"Sunday, February 10, 2013 18:39:35 UTC",-10.9781,165.4442,6.3,35.00,175,"Santa Cruz Islands"
nc,71934880,2,"Sunday, February 10, 2013 18:38:35 UTC",37.6483,-119.0323,1.2,3.40,17,"Long Valley area, California"
ak,10653957,1,"Sunday, February 10, 2013 18:36:04 UTC",64.5498,-148.0785,1.0,29.60, 6,"Central Alaska"
nc,71934875,1,"Sunday, February 10, 2013 18:32:40 UTC",38.7920,-122.7257,1.9,2.10,35,"Northern California"
nc,71934870,3,"Sunday, February 10, 2013 18:28:35 UTC",38.7883,-122.7620,2.8,2.50,77,"Northern California"
ak,10653949,1,"Sunday, February 10, 2013 18:24:08 UTC",62.7607,-149.0964,1.9,52.30,13,"Central Alaska"
ci,11242578,2,"Sunday, February 10, 2013 18:21:17 UTC",35.2585,-118.5577,1.2,8.00,30,"Central California"
nc,71934860,0,"Sunday, February 10, 2013 17:51:32 UTC",38.8013,-122.7762,1.0,1.30,16,"Northern California"
mb,13636035,2,"Sunday, February 10, 2013 17:38:33 UTC",45.0678,-111.8103,1.8,7.10,29,"western Montana"
nc,71934845,1,"Sunday, February 10, 2013 17:34:35 UTC",38.7883,-122.7633,1.2,1.90,21,"Northern California"
nc,71934850,0,"Sunday, February 10, 2013 17:34:21 UTC",38.8213,-122.7860,1.1,5.10,12,"Northern California"
pr,13041003,0,"Sunday, February 10, 2013 17:21:15 UTC",18.5140,-66.2636,2.3,31.00, 9,"Puerto Rico region"
ak,10653938,1,"Sunday, February 10, 2013 17:19:25 UTC",63.0731,-151.4626,2.2,4.90,16,"Central Alaska"
nc,71934840,1,"Sunday, February 10, 2013 16:52:49 UTC",38.8360,-122.7740,1.7,3.00,27,"Northern California"
us,c000f6gs,5,"Sunday, February 10, 2013 16:51:41 UTC",10.1734,-84.6944,4.3,68.50,48,"Costa Rica"
nc,71934835,1,"Sunday, February 10, 2013 16:50:08 UTC",38.8217,-122.8103,1.1,3.70,29,"Northern California"
ci,11242554,2,"Sunday, February 10, 2013 16:48:28 UTC",33.9538,-116.8660,1.3,8.50,80,"Southern California"
nn,00402467,9,"Sunday, February 10, 2013 16:36:03 UTC",37.3625,-116.9148,1.3,13.60,15,"Nevada"
nc,71934825,3,"Sunday, February 10, 2013 16:17:31 UTC",36.9117,-121.0962,1.0,5.30,26,"Central California"
nc,71934820,3,"Sunday, February 10, 2013 15:46:32 UTC",38.5548,-119.6085,2.1,10.90,14,"Northern California"
nc,71934815,3,"Sunday, February 10, 2013 15:43:56 UTC",38.5572,-119.6170,2.6,10.90,59,"Northern California"
ak,10653915,1,"Sunday, February 10, 2013 15:42:58 UTC",61.7628,-148.4093,1.7,10.10,10,"Southern Alaska"
hv,60465421,1,"Sunday, February 10, 2013 15:30:16 UTC",19.1965,-155.4792,1.8,33.90,29,"Island of Hawaii, Hawaii"
nc,71934805,0,"Sunday, February 10, 2013 14:57:01 UTC",38.7503,-122.7157,1.0,2.30, 8,"Northern California"
us,c000f4xn,6,"Sunday, February 10, 2013 14:48:39 UTC",-36.7190,53.3691,5.2,8.70,264,"South Indian Ocean"
ak,10653897,1,"Sunday, February 10, 2013 14:22:52 UTC",60.1622,-148.6683,3.2,40.60,30,"Kenai Peninsula, Alaska"
ak,10653890,1,"Sunday, February 10, 2013 14:13:38 UTC",61.3737,-151.1305,3.0,48.70,27,"Southern Alaska"
ci,11242538,2,"Sunday, February 10, 2013 14:06:49 UTC",36.1930,-118.0240,1.3,1.10,30,"Central California"
ak,10653889,1,"Sunday, February 10, 2013 14:05:24 UTC",62.7388,-151.7778,1.6,1.90, 8,"Central Alaska"
nc,71934795,0,"Sunday, February 10, 2013 13:30:41 UTC",38.8230,-122.7640,1.2,2.50, 9,"Northern California"
ak,10653884,1,"Sunday, February 10, 2013 13:10:33 UTC",63.3017,-145.1887,1.4,6.30, 8,"Central Alaska"
nc,71934785,1,"Sunday, February 10, 2013 12:41:51 UTC",38.8327,-122.8643,1.5,1.40,27,"Northern California"
us,c000f4wl,8,"Sunday, February 10, 2013 12:21:41 UTC",34.1848,140.1279,4.4,86.20,59,"near the east coast of Honshu, Japan"
hv,60465401,6,"Sunday, February 10, 2013 12:15:11 UTC",18.8830,-155.0980,1.2,34.90,39,"Hawaii region, Hawaii"
pr,13041001,0,"Sunday, February 10, 2013 12:05:53 UTC",19.7896,-64.3755,3.1,16.00, 4,"north of the Virgin Islands"
ak,10653870,2,"Sunday, February 10, 2013 12:00:24 UTC",57.3479,-156.1551,3.8,78.00,38,"Alaska Peninsula"
nc,71934765,0,"Sunday, February 10, 2013 11:52:02 UTC",38.8160,-122.7752,1.0,0.00,14,"Northern California"
ci,11242514,3,"Sunday, February 10, 2013 11:47:19 UTC",33.1937,-115.6362,1.5,7.00,11,"Southern California"
us,c000f4wb,7,"Sunday, February 10, 2013 11:42:06 UTC",-10.8383,166.0895,4.9,10.30,55,"Santa Cruz Islands"
pr,13041002,0,"Sunday, February 10, 2013 11:37:45 UTC",18.9720,-64.2096,2.7,24.00, 4,"Virgin Islands region"
ak,10653865,2,"Sunday, February 10, 2013 11:35:44 UTC",53.5169,-166.1783,2.0,33.50,15,"Fox Islands, Aleutian Islands, Alaska"
us,c000f4w7,9,"Sunday, February 10, 2013 11:26:30 UTC",-10.8674,165.8898,4.9,8.10,79,"Santa Cruz Islands"
us,c000f4w9,5,"Sunday, February 10, 2013 11:10:09 UTC",18.2157,-78.0028,3.9,10.00,45,"Jamaica region"
ak,10653862,2,"Sunday, February 10, 2013 10:49:24 UTC",53.1071,-166.6645,2.3,20.00,17,"Fox Islands, Aleutian Islands, Alaska"
us,a000g3kt,8,"Sunday, February 10, 2013 10:36:39 UTC",-10.8096,166.7037,5.0,10.40,32,"Santa Cruz Islands"
ak,10653856,1,"Sunday, February 10, 2013 09:58:21 UTC",62.0562,-145.1225,2.1,17.90,10,"Central Alaska"
nc,71934730,0,"Sunday, February 10, 2013 09:49:09 UTC",36.4885,-121.0675,1.3,5.50, 8,"Central California"
us,c000f4ve,B,"Sunday, February 10, 2013 09:37:13 UTC",-18.5796,-174.6594,5.3,132.00,290,"Tonga"
us,c000f4v9,7,"Sunday, February 10, 2013 09:21:43 UTC",-10.8533,165.7838,4.8,9.90,52,"Santa Cruz Islands"
us,c000f4v0,8,"Sunday, February 10, 2013 09:10:18 UTC",-10.9317,165.8750,4.9,10.10,56,"Santa Cruz Islands"
us,c000f4uw,6,"Sunday, February 10, 2013 08:47:51 UTC",6.9100,-33.8484,4.9,10.00,158,"central Mid-Atlantic Ridge"
us,c000f4uk,7,"Sunday, February 10, 2013 07:46:12 UTC",-11.6062,165.7972,5.0,10.30,37,"Santa Cruz Islands"
hv,60465351,1,"Sunday, February 10, 2013 07:43:53 UTC",19.2522,-155.4803,1.8,5.90,16,"Island of Hawaii, Hawaii"
ak,10653835,1,"Sunday, February 10, 2013 07:30:26 UTC",63.5609,-144.0255,1.2,0.10, 5,"Central Alaska"
us,c000f4uc,6,"Sunday, February 10, 2013 07:08:30 UTC",-27.0052,-70.1426,4.5,66.70,75,"Atacama, Chile"
us,c000f4u5,8,"Sunday, February 10, 2013 06:58:54 UTC",-10.8223,165.6817,4.8,9.90,49,"Santa Cruz Islands"
us,c000f4u2,8,"Sunday, February 10, 2013 06:50:40 UTC",-10.9273,165.8338,5.1,10.10,38,"Santa Cruz Islands"
ak,10653817,2,"Sunday, February 10, 2013 05:51:47 UTC",63.6474,-148.0920,3.4,85.80,65,"Central Alaska"
us,c000f4tt,8,"Sunday, February 10, 2013 05:50:16 UTC",-10.7876,165.6633,4.9,9.90,60,"Santa Cruz Islands"
uu,60012927,4,"Sunday, February 10, 2013 05:37:04 UTC",44.5477,-110.4580,1.9,3.20,14,"Yellowstone National Park, Wyoming"
us,c000f4tk,8,"Sunday, February 10, 2013 05:27:11 UTC",11.2227,-62.1086,5.0,94.20,279,"offshore Sucre, Venezuela"
nc,71934660,6,"Sunday, February 10, 2013 05:10:58 UTC",40.6092,-125.3253,3.1,11.30,43,"offshore Northern California"
uu,60012922,4,"Sunday, February 10, 2013 04:59:25 UTC",44.5465,-110.4587,2.1,2.00,19,"Yellowstone National Park, Wyoming"
nc,71934650,0,"Sunday, February 10, 2013 04:09:27 UTC",38.7868,-122.7643,1.1,2.20,20,"Northern California"
nm,021013b,A,"Sunday, February 10, 2013 04:07:45 UTC",36.4756,-89.5170,1.4,6.30,16,"Tennessee"
hv,60465316,4,"Sunday, February 10, 2013 04:04:44 UTC",20.0428,-156.1022,2.6,6.20,27,"Maui region, Hawaii"
ci,11242442,2,"Sunday, February 10, 2013 03:49:10 UTC",33.5805,-116.4872,2.1,10.90,127,"Southern California"
ak,10653803,1,"Sunday, February 10, 2013 03:21:11 UTC",61.4887,-146.6325,2.8,19.40,31,"Southern Alaska"
ci,11242418,2,"Sunday, February 10, 2013 03:16:26 UTC",33.4875,-116.5903,1.0,11.60,61,"Southern California"
nc,71934630,1,"Sunday, February 10, 2013 03:15:24 UTC",38.8248,-122.8362,1.8,1.30,27,"Northern California"
ci,11242402,2,"Sunday, February 10, 2013 03:02:11 UTC",33.0048,-116.4082,1.4,12.50,76,"Southern California"
nc,71934625,3,"Sunday, February 10, 2013 02:43:23 UTC",38.4395,-122.5122,2.0,8.80,66,"Northern California"
ci,11242394,2,"Sunday, February 10, 2013 02:39:06 UTC",35.9843,-117.8707,1.2,3.00,38,"Central California"
us,c000f4s7,8,"Sunday, February 10, 2013 02:38:36 UTC",-10.8547,165.8297,4.9,15.00,94,"Santa Cruz Islands"
ci,11242386,2,"Sunday, February 10, 2013 02:29:00 UTC",32.6658,-115.8205,1.6,9.30,39,"Southern California"
ak,10653791,2,"Sunday, February 10, 2013 01:57:13 UTC",51.6202,-177.9025,2.5,66.10,16,"Andreanof Islands, Aleutian Islands, Alaska"
uw,60505546,1,"Sunday, February 10, 2013 01:41:19 UTC",46.8572,-121.7675,1.6,0.00, 9,"Mount Rainier area, Washington"
us,c000f4rp,8,"Sunday, February 10, 2013 01:30:51 UTC",-11.0753,166.7673,5.4,35.10,188,"Santa Cruz Islands"
nm,021013a,A,"Sunday, February 10, 2013 01:05:07 UTC",35.9026,-89.9867,1.8,4.40,15,"Arkansas"
nc,71934600,0,"Sunday, February 10, 2013 00:58:10 UTC",36.2203,-120.7857,1.5,11.30, 8,"Central California"
pr,13041000,0,"Sunday, February 10, 2013 00:49:55 UTC",17.8033,-66.0170,2.5,5.00, 7,"Puerto Rico region"
us,c000f4re,5,"Sunday, February 10, 2013 00:38:43 UTC",-4.4526,131.0216,4.9,47.50,38,"Banda Sea"
ci,11242370,2,"Sunday, February 10, 2013 00:26:34 UTC",33.1540,-115.6435,1.2,1.30,31,"Southern California"
ci,11242354,2,"Sunday, February 10, 2013 00:15:24 UTC",33.1507,-115.6545,1.3,0.00,32,"Southern California"
mb,13496854,2,"Sunday, February 10, 2013 00:11:34 UTC",46.1875,-115.3928,3.2,21.50,33,"northern Idaho"
ak,10656857,2,"Saturday, February  9, 2013 23:53:56 UTC",59.7379,-152.1618,1.9,63.10,11,"Southern Alaska"
us,c000f4r4,3,"Saturday, February  9, 2013 23:53:20 UTC",-11.0594,165.4771,4.7,48.40,38,"Santa Cruz Islands"
ak,10653776,2,"Saturday, February  9, 2013 23:41:12 UTC",60.6664,-151.0922,1.8,54.70,18,"Kenai Peninsula, Alaska"
ak,10656855,2,"Saturday, February  9, 2013 23:40:29 UTC",63.1353,-144.4291,1.3,9.90, 8,"Central Alaska"
nc,71934585,5,"Saturday, February  9, 2013 23:18:28 UTC",35.8657,-121.9195,3.0,5.40,74,"offshore Central California"
nm,021113b,A,"Saturday, February  9, 2013 23:15:13 UTC",36.3741,-89.5410,1.6,9.20,20,"southeastern Missouri"
us,c000f4qe,6,"Saturday, February  9, 2013 23:13:43 UTC",-10.8429,165.8637,5.2,44.10,37,"Santa Cruz Islands"
ak,10653768,2,"Saturday, February  9, 2013 23:10:37 UTC",52.0045,-179.2872,3.2,115.00,19,"Andreanof Islands, Aleutian Islands, Alaska"
us,c000f4qc,5,"Saturday, February  9, 2013 23:09:44 UTC",-10.9165,165.8832,5.4,28.70,38,"Santa Cruz Islands"
ak,10656853,2,"Saturday, February  9, 2013 23:01:52 UTC",54.2461,-163.4955,2.4,43.20,10,"Unimak Island region, Alaska"
us,c000f4q6,8,"Saturday, February  9, 2013 22:49:05 UTC",-10.9798,165.7503,5.1,40.80,145,"Santa Cruz Islands"
ak,10656852,2,"Saturday, February  9, 2013 22:43:28 UTC",51.5990,-178.4520,1.8,13.60, 6,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10653758,2,"Saturday, February  9, 2013 22:42:59 UTC",61.6538,-150.0092,1.4,3.70,11,"Southern Alaska"
nc,71934580,1,"Saturday, February  9, 2013 22:38:23 UTC",38.8083,-122.8212,1.4,1.10,28,"Northern California"
us,c000f4pk,7,"Saturday, February  9, 2013 22:14:34 UTC",-10.9896,165.7818,5.3,37.00,134,"Santa Cruz Islands"
ak,10656849,2,"Saturday, February  9, 2013 22:11:02 UTC",58.4833,-150.1707,2.4,29.20,12,"Gulf of Alaska"
ak,10656848,2,"Saturday, February  9, 2013 22:04:12 UTC",63.5467,-150.9662,1.0,7.70, 9,"Central Alaska"
ak,10656847,2,"Saturday, February  9, 2013 22:03:04 UTC",63.5628,-150.9842,1.0,7.60, 8,"Central Alaska"
ci,11242322,4,"Saturday, February  9, 2013 21:59:37 UTC",33.0353,-116.2280,1.3,10.70,34,"Southern California"
nc,71934565,1,"Saturday, February  9, 2013 21:42:10 UTC",38.7880,-122.7617,1.4,1.20,26,"Northern California"
ci,11242306,2,"Saturday, February  9, 2013 21:41:24 UTC",33.9363,-117.0078,1.4,17.40,56,"Southern California"
ak,10653737,3,"Saturday, February  9, 2013 21:30:16 UTC",59.9680,-153.3541,2.6,139.30,29,"Southern Alaska"
ak,10653728,3,"Saturday, February  9, 2013 21:12:46 UTC",62.9330,-149.6251,1.5,79.50,20,"Central Alaska"
nc,71934540,0,"Saturday, February  9, 2013 21:09:40 UTC",38.5562,-119.6127,1.7,10.40, 8,"Northern California"
us,c000f4n5,B,"Saturday, February  9, 2013 21:02:22 UTC",-10.9645,165.7925,6.6,15.70,399,"Santa Cruz Islands"
